ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,DELETED
192,Food Other,Dried Gingko Nuts,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,05/20/2011 12:00:00 AM,
193,Toys/Children's Products,Crayon,Lead,3.3,ppm,UNKNOWN OR NOT STATED,CHINA,05/24/2011 12:00:00 AM,
194,Toys/Children's Products,Crayon,Lead,2.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/24/2011 12:00:00 AM,
195,Food-Spice,Epazote,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/26/2011 12:00:00 AM,
196,Food-Spice,Dried chili pepper,Lead,0.48,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/26/2011 12:00:00 AM,
197,Toys/Children's Products,Non-hardening modeling sand,Lead,-1,ppm,UNKNOWN OR NOT STATED,SWEDEN,05/26/2011 12:00:00 AM,
198,Toys/Children's Products,Red Jurassic Sand,Lead,1.3,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/26/2011 12:00:00 AM,
199,Toys/Children's Products,Plastic toy,Lead,-1,ppm,"Jakks Pacific, Inc.",CHINA,06/01/2011 12:00:00 AM,
200,Cosmetics,Kohl,Lead,300000,ppm,UNKNOWN OR NOT STATED,INDIA,06/01/2011 12:00:00 AM,
201,Food-Spice,Oregano,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/02/2011 12:00:00 AM,
202,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/02/2011 12:00:00 AM,
203,Food-Candy,Laposse,Lead,-1,ppm,Elaborado,MEXICO,06/02/2011 12:00:00 AM,
204,Food-Candy,Paleton,Lead,-1,ppm,Coronado,MEXICO,06/02/2011 12:00:00 AM,
205,Food-Spice,Turmeric powder,Lead,580,ppm,UNKNOWN OR NOT STATED,BANGLADESH,06/03/2011 12:00:00 AM,
206,Food-Spice,Cumin seeds,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,06/03/2011 12:00:00 AM,
207,Food-Spice,Coriander seeds,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,06/03/2011 12:00:00 AM,
208,Food Other,Lentil,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,06/03/2011 12:00:00 AM,
209,Food-Spice,Calcium Lactate Granules,Lead,-1,ppm,NCPC,CHINA,06/03/2011 12:00:00 AM,
210,Food-Spice,Chili peppers,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/06/2011 12:00:00 AM,
211,Food Other,Bon Bon Bum,Lead,-1,ppm,Colombina,DOMINICAN REPUBLIC,06/07/2011 12:00:00 AM,
212,Food Other,El Ocho,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/07/2011 12:00:00 AM,
213,Food Other,Potato chips,Lead,-1,ppm,Frito Lay Dominicana,DOMINICAN REPUBLIC,06/07/2011 12:00:00 AM,
214,Toys/Children's Products,Toy,Lead,-1,ppm,Melissa & Doug LLC,UNKNOWN OR NOT STATED,06/08/2011 12:00:00 AM,
215,Dietary Supplement/Medications/Remedy,Kankayan Bati (Gulma) (Ayurvedic),Arsenic,9.5,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,06/13/2011 12:00:00 AM,
216,Dietary Supplement/Medications/Remedy,Kankayan Bati (Gulma) (Ayurvedic),Lead,12,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,06/13/2011 12:00:00 AM,
217,Dietary Supplement/Medications/Remedy,Kankayan Bati (Gulma) (Ayurvedic),Mercury,35,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,06/13/2011 12:00:00 AM,
218,Dietary Supplement/Medications/Remedy,Raj Bati (Ayurvedic),Arsenic,4,ppm,Shree Baidyanath Ayurved Bhawan,INDIA,06/13/2011 12:00:00 AM,
219,Dietary Supplement/Medications/Remedy,Raj Bati (Ayurvedic),Lead,3,ppm,Shree Baidyanath Ayurved Bhawan,INDIA,06/13/2011 12:00:00 AM,
220,Dietary Supplement/Medications/Remedy,Raj Bati (Ayurvedic),Mercury,4.9,ppm,Shree Baidyanath Ayurved Bhawan,INDIA,06/13/2011 12:00:00 AM,
221,Dietary Supplement/Medications/Remedy,Vatvidhwansan Ras (Ayurvedic),Arsenic,130,ppm,Shree Baidyanath,INDIA,06/13/2011 12:00:00 AM,
222,Dietary Supplement/Medications/Remedy,Vatvidhwansan Ras (Ayurvedic),Lead,20000,ppm,Shree Baidyanath,INDIA,06/13/2011 12:00:00 AM,
223,Dietary Supplement/Medications/Remedy,Vatvidhwansan Ras (Ayurvedic),Mercury,15000,ppm,Shree Baidyanath,INDIA,06/13/2011 12:00:00 AM,
224,Religious powder,Incense stick,Lead,14,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/13/2011 12:00:00 AM,
225,Food-Spice,Cumin seeds,Lead,7.8,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/13/2011 12:00:00 AM,
226,Cosmetics,Surma (Hashmi),Lead,140000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/16/2011 12:00:00 AM,
227,Cosmetics,Surma,Lead,290000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,06/16/2011 12:00:00 AM,
228,Food-Spice,Hmely Sunele/Kenza,Lead,1300,ppm,UNKNOWN OR NOT STATED,GEORGIA,06/20/2011 12:00:00 AM,
229,Dietary Supplement/Medications/Remedy,Garbhapal Ras (Ayurvedic),Arsenic,410,ppm,UNKNOWN OR NOT STATED,INDIA,06/21/2011 12:00:00 AM,
230,Dietary Supplement/Medications/Remedy,Garbhapal Ras (Ayurvedic),Lead,22000,ppm,UNKNOWN OR NOT STATED,INDIA,06/21/2011 12:00:00 AM,
231,Dietary Supplement/Medications/Remedy,Garbhapal Ras (Ayurvedic),Mercury,19000,ppm,UNKNOWN OR NOT STATED,INDIA,06/21/2011 12:00:00 AM,
232,Dietary Supplement/Medications/Remedy,Alafia Bitters,Lead,-1,ppm,Ghana Herbalists Association,GHANA,06/21/2011 12:00:00 AM,
233,Cosmetics,Crema Santa Skin Lightening Cream,Mercury,-1,ppm,"Laboratorios Contifarma, C. por A",DOMINICAN REPUBLIC,06/23/2011 12:00:00 AM,
234,Toys/Children's Products,Crayons,Lead,9,ppm,UNKNOWN OR NOT STATED,CHINA,06/23/2011 12:00:00 AM,
235,Toys/Children's Products,Toy bus,Lead,22,ppm,Devrian Global Industries LLC,CHINA,06/25/2011 12:00:00 AM,
236,Toys/Children's Products,Wooden block,Lead,15,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/25/2011 12:00:00 AM,
237,Toys/Children's Products,Football,Lead,16,ppm,Multitoys,BRAZIL,06/27/2011 12:00:00 AM,
238,Dietary Supplement/Medications/Remedy,Kindermins,Lead,9.7,ppm,Herbalife,UNKNOWN OR NOT STATED,06/28/2011 12:00:00 AM,
239,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,06/29/2011 12:00:00 AM,
240,Tableware/Pottery,Clay pitcher,Lead,14000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/06/2011 12:00:00 AM,
241,Food-Candy,Mini Paleta Payaso,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,07/13/2011 12:00:00 AM,
242,Toys/Children's Products,Wooden block,Lead,4.6,ppm,Melissa & Doug,CHINA,07/14/2011 12:00:00 AM,
243,Toys/Children's Products,Wooden block,Lead,-1,ppm,Melissa & Doug,CHINA,07/14/2011 12:00:00 AM,
244,Food-Spice,Cumin,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/14/2011 12:00:00 AM,
245,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/14/2011 12:00:00 AM,
246,Food-Spice,Coriander,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/14/2011 12:00:00 AM,
247,Food-Spice,Turmeric,Lead,1.7,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/14/2011 12:00:00 AM,
248,Food-Spice,Mustard seeds,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/14/2011 12:00:00 AM,
249,Food-Spice,Garam masala,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/14/2011 12:00:00 AM,
250,Religious powder,Sindoor,Lead,180,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/14/2011 12:00:00 AM,
251,Food-Candy,Tarrito Lollipop (Dulces Vero) candy,Lead,-1,ppm,Dulces Vero,MEXICO,07/20/2011 12:00:00 AM,
252,Food-Candy,Candy,Lead,-1,ppm,Hershey Mexico,MEXICO,07/20/2011 12:00:00 AM,
253,Food Other,Churritos,Lead,-1,ppm,Kipi,UNKNOWN OR NOT STATED,07/20/2011 12:00:00 AM,
254,Food Other,Churritos,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/20/2011 12:00:00 AM,
255,Tableware/Pottery,China Plate,Lead,-1,ppm,Wedgwood,UNITED KINGDOM,07/25/2011 12:00:00 AM,
256,Tableware/Pottery,Glass cup,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/25/2011 12:00:00 AM,
257,Food-Spice,Turmeric powder,Lead,6.7,ppm,Y.V.S. & Co.,INDIA,08/08/2011 12:00:00 AM,
258,Food Other,Tea leaves,Lead,-1,ppm,Al-K Bous,YEMEN,08/09/2011 12:00:00 AM,
259,Other,Metal rods in fish,Lead,950000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/14/2011 12:00:00 AM,
260,Food-Spice,Oregano,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/17/2011 12:00:00 AM,
261,Tableware/Pottery,Ceramic container,Lead,21000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/23/2011 12:00:00 AM,
262,Dietary Supplement/Medications/Remedy,Phalasarpis (Ayurvedic),Arsenic,-1,ppm,Ashtavaidyan Thaikkattu Mooss Vaidyaratnam Oushadh,INDIA,08/25/2011 12:00:00 AM,
263,Dietary Supplement/Medications/Remedy,Phalasarpis (Ayurvedic),Lead,0.63,ppm,Ashtavaidyan Thaikkattu Mooss Vaidyaratnam Oushadh,INDIA,08/25/2011 12:00:00 AM,
264,Dietary Supplement/Medications/Remedy,Phalasarpis (Ayurvedic),Mercury,-1,ppm,Ashtavaidyan Thaikkattu Mooss Vaidyaratnam Oushadh,INDIA,08/25/2011 12:00:00 AM,
265,Dietary Supplement/Medications/Remedy,Mahadhanwantaram Gulika (Ayurvedic),Arsenic,11,ppm,Arya Vaidya Sala,INDIA,08/25/2011 12:00:00 AM,
266,Dietary Supplement/Medications/Remedy,Mahadhanwantaram Gulika (Ayurvedic),Lead,6.6,ppm,Arya Vaidya Sala,INDIA,08/25/2011 12:00:00 AM,
267,Dietary Supplement/Medications/Remedy,Mahadhanwantaram Gulika (Ayurvedic),Mercury,1.4,ppm,Arya Vaidya Sala,INDIA,08/25/2011 12:00:00 AM,
268,Dietary Supplement/Medications/Remedy,Shatavari Kalpa (Ayurvedic),Arsenic,-1,ppm,The Ayurvedeeya Arkashala Ltd. Satara,INDIA,08/25/2011 12:00:00 AM,
269,Dietary Supplement/Medications/Remedy,Shatavari Kalpa (Ayurvedic),Lead,-1,ppm,The Ayurvedeeya Arkashala Ltd. Satara,INDIA,08/25/2011 12:00:00 AM,
270,Dietary Supplement/Medications/Remedy,Shatavari Kalpa (Ayurvedic),Mercury,-1,ppm,The Ayurvedeeya Arkashala Ltd. Satara,INDIA,08/25/2011 12:00:00 AM,
271,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,59,ppm,Ban Labs Ltd.,INDIA,08/25/2011 12:00:00 AM,
272,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,1200,ppm,Ban Labs Ltd.,INDIA,08/25/2011 12:00:00 AM,
273,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,1000,ppm,Ban Labs Ltd.,INDIA,08/25/2011 12:00:00 AM,
274,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,5.2,ppm,Ban Labs Ltd.,INDIA,08/25/2011 12:00:00 AM,
275,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Lead,450,ppm,Ban Labs Ltd.,INDIA,08/25/2011 12:00:00 AM,
276,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Lead,6800,ppm,Ban Labs Ltd.,INDIA,08/25/2011 12:00:00 AM,
277,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Lead,12000,ppm,Ban Labs Ltd.,INDIA,08/25/2011 12:00:00 AM,
278,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Lead,35,ppm,Ban Labs Ltd.,INDIA,08/25/2011 12:00:00 AM,
279,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Mercury,18000,ppm,Ban Labs Ltd.,INDIA,08/25/2011 12:00:00 AM,
280,Food-Spice,Turmeric powder,Lead,0.72,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/25/2011 12:00:00 AM,
281,Food-Spice,Georgian spice,Lead,11000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/26/2011 12:00:00 AM,
282,Food-Spice,Spice,Lead,-1,ppm,UNKNOWN OR NOT STATED,UZBEKISTAN,08/26/2011 12:00:00 AM,
283,Cosmetics,Surma (Hashmi),Lead,610000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/30/2011 12:00:00 AM,
284,Cosmetics,Surma,Lead,770000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,09/02/2011 12:00:00 AM,
285,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/02/2011 12:00:00 AM,
286,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,09/02/2011 12:00:00 AM,
287,Food-Spice,Garam Masala,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,09/02/2011 12:00:00 AM,
288,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,09/02/2011 12:00:00 AM,
289,Dietary Supplement/Medications/Remedy,Tempra Paracetamol,Lead,-1,ppm,Mead Johnson,MEXICO,09/08/2011 12:00:00 AM,
290,Cosmetics,Surma,Lead,350000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,09/08/2011 12:00:00 AM,
291,Food-Candy,Candy,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/08/2011 12:00:00 AM,
292,Food Other,Cheese ball,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/08/2011 12:00:00 AM,
293,Food Other,Fruit in syrup,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/08/2011 12:00:00 AM,
294,Food-Spice,Spice,Lead,0.76,ppm,UNKNOWN OR NOT STATED,UZBEKISTAN,09/08/2011 12:00:00 AM,
295,Dietary Supplement/Medications/Remedy,Bo ying compound,Lead,2.3,ppm,Eu Yan Sang,HONG KONG,09/08/2011 12:00:00 AM,
296,Other,Sheetrock peeling,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/14/2011 12:00:00 AM,
297,Food-Spice,Turmeric,Lead,1.9,ppm,UNKNOWN OR NOT STATED,BANGLADESH,09/22/2011 12:00:00 AM,
298,Food Other,Dried fish,Lead,0.66,ppm,UNKNOWN OR NOT STATED,BANGLADESH,09/22/2011 12:00:00 AM,
299,Dietary Supplement/Medications/Remedy,Prenatal tablets w/ Folic Acid,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/23/2011 12:00:00 AM,
300,Food-Spice,Jamaican Green Seasoning,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,09/23/2011 12:00:00 AM,
301,Jewelry,Baby bracelet,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,10/03/2011 12:00:00 AM,
302,Toys/Children's Products,Crayon,Lead,-1,ppm,Creative Edge,CHINA,10/05/2011 12:00:00 AM,
303,Food Other,Dried fruits,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/06/2011 12:00:00 AM,
304,Food Other,Seeds (Semilla de Calabasa),Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/06/2011 12:00:00 AM,
305,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/18/2011 12:00:00 AM,
306,Food-Spice,Cumin,Lead,3.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/18/2011 12:00:00 AM,
307,Food-Spice,Red Chili Powder,Lead,3.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/18/2011 12:00:00 AM,
308,Dietary Supplement/Medications/Remedy,Vitamin,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/20/2011 12:00:00 AM,
309,Food-Spice,Seasoning,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/20/2011 12:00:00 AM,
310,Food Other,Wafer,Lead,1.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/20/2011 12:00:00 AM,
311,Food Other,Tamarind,Lead,1.1,ppm,UNKNOWN OR NOT STATED,MEXICO,10/20/2011 12:00:00 AM,
312,Food-Spice,Chili Pepper,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,10/20/2011 12:00:00 AM,
313,Food Other,Shrimps,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/20/2011 12:00:00 AM,
314,Food-Candy,Chocolate,Lead,5.1,ppm,UNKNOWN OR NOT STATED,MEXICO,10/20/2011 12:00:00 AM,
315,Cosmetics,Surma,Lead,360000,ppm,UNKNOWN OR NOT STATED,INDIA,11/01/2011 12:00:00 AM,
316,Food-Spice,Yellow spice,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,11/04/2011 12:00:00 AM,
317,Food-Spice,Spice,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,11/04/2011 12:00:00 AM,
318,Food-Spice,Georgian spice,Lead,-1,ppm,UNKNOWN OR NOT STATED,GEORGIA,11/10/2011 12:00:00 AM,
319,Food-Spice,Georgian spice,Lead,2800,ppm,UNKNOWN OR NOT STATED,GEORGIA,11/10/2011 12:00:00 AM,
320,Food-Spice,Georgian spice,Lead,2900,ppm,UNKNOWN OR NOT STATED,GEORGIA,11/10/2011 12:00:00 AM,
321,Food Other,Mole Poblano,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,11/15/2011 12:00:00 AM,
322,Food-Spice,Pepita,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,11/15/2011 12:00:00 AM,
323,Food Other,Amaranto,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,11/15/2011 12:00:00 AM,
324,Food-Spice,Red Chilli Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/22/2011 12:00:00 AM,
325,Food-Spice,Turmeric powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/22/2011 12:00:00 AM,
326,Dietary Supplement/Medications/Remedy,Filmet Suspension,Lead,-1,ppm,BEXIMCO Pharma,BANGLADESH,11/23/2011 12:00:00 AM,
327,Dietary Supplement/Medications/Remedy,Napa Paracetamol,Lead,-1,ppm,NAPA,BANGLADESH,11/23/2011 12:00:00 AM,
328,Dietary Supplement/Medications/Remedy,Xolide (Azithromycin USP 200mg/5ml),Lead,-1,ppm,RADIANT PHARMACEUTICALS,BANGLADESH,11/23/2011 12:00:00 AM,
329,Dietary Supplement/Medications/Remedy,Multivitamin,Lead,-1,ppm,SQUARE,BANGLADESH,11/23/2011 12:00:00 AM,
330,Food Other,Breakfast cereal,Lead,0.72,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/05/2011 12:00:00 AM,
331,Food-Spice,Georgian spice (Utsko Suneli),Lead,260,ppm,UNKNOWN OR NOT STATED,GEORGIA,12/05/2011 12:00:00 AM,
332,Food-Spice,Saffron,Lead,22000,ppm,UNKNOWN OR NOT STATED,GEORGIA,12/05/2011 12:00:00 AM,
333,Food-Spice,Spice,Lead,2.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/05/2011 12:00:00 AM,
334,Dietary Supplement/Medications/Remedy,White tablet (calcium supplement),Lead,0.87,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/05/2011 12:00:00 AM,
335,Food-Candy,Vero Elotes Max Lollypop,Lead,-1,ppm,Vero,MEXICO,12/07/2011 12:00:00 AM,
336,Food Other,Peanut bar,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/07/2011 12:00:00 AM,
337,Food-Spice,Georgian salt,Lead,450,ppm,UNKNOWN OR NOT STATED,GEORGIA,12/12/2011 12:00:00 AM,
338,Food-Spice,Georgian spice,Lead,420,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/12/2011 12:00:00 AM,
339,Food-Spice,Cilantro,Lead,4.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/12/2011 12:00:00 AM,
340,Food-Spice,Georgian spice,Lead,8.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/12/2011 12:00:00 AM,
341,Food-Spice,Georgian spice,Lead,8.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/12/2011 12:00:00 AM,
342,Food-Spice,Georgian spice,Lead,17000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/12/2011 12:00:00 AM,
343,Food-Spice,Seasoning,Lead,7.9,ppm,UNKNOWN OR NOT STATED,GEORGIA,12/12/2011 12:00:00 AM,
344,Food-Candy,Candy (Special cantaloup),Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/13/2011 12:00:00 AM,
345,Food-Candy,Pran Milk Candy,Lead,-1,ppm,Pran Confectionery LTD,BANGLADESH,12/13/2011 12:00:00 AM,
346,Food-Candy,Candy,Lead,-1,ppm,Montes Y CIA S.A. DE CV,MEXICO,12/13/2011 12:00:00 AM,
347,Food-Candy,Candy (Caramelo Macizo Acidulado),Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/13/2011 12:00:00 AM,
348,Food-Spice,Turmeric powder,Lead,1.5,ppm,SQUARE CONSUMER PRODUCTS LTD,BANGLADESH,12/15/2011 12:00:00 AM,
349,Food-Spice,Coriander powder,Lead,-1,ppm,SQUARE CONSUMER PRODUCTS LTD,BANGLADESH,12/15/2011 12:00:00 AM,
350,Food-Spice,Chili powder,Lead,0.78,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/15/2011 12:00:00 AM,
351,Food Other,Chapulinas,Lead,70,ppm,UNKNOWN OR NOT STATED,MEXICO,12/16/2011 12:00:00 AM,
352,Jewelry,Bracelet,Lead,160,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/19/2011 12:00:00 AM,
353,Food Other,Dried shrimp,Lead,2.7,ppm,UNKNOWN OR NOT STATED,COTE D'IVOIRE,01/05/2012 12:00:00 AM,
354,Cosmetics,Surma (Hashmi),Lead,600000,ppm,Hashimi,PAKISTAN,01/12/2012 12:00:00 AM,
355,Dietary Supplement/Medications/Remedy,Garbha Dharak Yog (Ayurvedic),Arsenic,140,ppm,Vyas Pharmaceuticals,INDIA,01/23/2012 12:00:00 AM,
356,Dietary Supplement/Medications/Remedy,Garbha Dharak Yog (Ayurvedic),Lead,110,ppm,Vyas Pharmaceuticals,INDIA,01/23/2012 12:00:00 AM,
357,Dietary Supplement/Medications/Remedy,Garbha Dharak Yog (Ayurvedic),Mercury,100000,ppm,Vyas Pharmaceuticals,INDIA,01/23/2012 12:00:00 AM,
358,Dietary Supplement/Medications/Remedy,Laxmana Louh (Ayurvedic),Arsenic,12,ppm,Vyas Pharmaceuticals,INDIA,01/23/2012 12:00:00 AM,
359,Dietary Supplement/Medications/Remedy,Laxmana Louh (Ayurvedic),Lead,180,ppm,Vyas Pharmaceuticals,INDIA,01/23/2012 12:00:00 AM,
360,Dietary Supplement/Medications/Remedy,Laxmana Louh (Ayurvedic),Mercury,120,ppm,Vyas Pharmaceuticals,INDIA,01/23/2012 12:00:00 AM,
361,Dietary Supplement/Medications/Remedy,Phal (Ayurvedic),Arsenic,-1,ppm,Shree Aushadh Pratisthan,INDIA,01/23/2012 12:00:00 AM,
362,Dietary Supplement/Medications/Remedy,Phal (Ayurvedic),Lead,1.1,ppm,Shree Aushadh Pratisthan,INDIA,01/23/2012 12:00:00 AM,
363,Dietary Supplement/Medications/Remedy,Phal (Ayurvedic),Mercury,-1,ppm,Shree Aushadh Pratisthan,INDIA,01/23/2012 12:00:00 AM,
364,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,100,ppm,Ban Labs Ltd.,INDIA,01/23/2012 12:00:00 AM,
365,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Lead,24000,ppm,Ban Labs Ltd.,INDIA,01/23/2012 12:00:00 AM,
366,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Mercury,70000,ppm,Ban Labs Ltd.,INDIA,01/23/2012 12:00:00 AM,
367,Dietary Supplement/Medications/Remedy,Garbha Chintamani Ras(Vrihat) (Swarna Yukt) (Ayur),Arsenic,52000,ppm,Shree Baidyanath,INDIA,01/23/2012 12:00:00 AM,
368,Dietary Supplement/Medications/Remedy,Garbha Chintamani Ras(Vrihat) (Swarna Yukt) (Ayur),Lead,-1,ppm,Shree Baidyanath,INDIA,01/23/2012 12:00:00 AM,
369,Dietary Supplement/Medications/Remedy,Garbha Chintamani Ras(Vrihat) (Swarna Yukt) (Ayur),Lead,120,ppm,Shree Baidyanath,INDIA,01/23/2012 12:00:00 AM,
370,Dietary Supplement/Medications/Remedy,Pigmento (Ayurvedic),Arsenic,27,ppm,Charak Pharma Pvt. Ltd.,INDIA,01/23/2012 12:00:00 AM,
371,Dietary Supplement/Medications/Remedy,Pigmento (Ayurvedic),Lead,7.3,ppm,Charak Pharma Pvt. Ltd.,INDIA,01/23/2012 12:00:00 AM,
372,Dietary Supplement/Medications/Remedy,Pigmento (Ayurvedic),Mercury,29000,ppm,Charak Pharma Pvt. Ltd.,INDIA,01/23/2012 12:00:00 AM,
373,Food-Spice,Turmeric powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,01/23/2012 12:00:00 AM,
374,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,01/23/2012 12:00:00 AM,
375,Food-Spice,Turmeric powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,01/23/2012 12:00:00 AM,
